Player Id,Name,Retired,Three_Year_Games,Height (inches),Weight (lbs),Three_Year_TD_INT,Three_Year_RUN_PASS,Three_Year_Completion_Percentage,Three_Year_Yards_per_game,Three_Year_Sacks_per_game,Three_Year_TD_per_game,Three_Year_Ints_per_game,Three_Year_Rush_per_game
a.j.feeley/2504566,"Feeley, A.J.",1,7,75,216,1.3333333333333333,0.005199306759098787,0.5714285714285714,164.85714285714286,1,1.1428571428571428,0.8571428571428571,0.8571428571428571
aaronrodgers/2506363,"Rodgers, Aaron",1,7,74,225,1,0.14285714285714285,0.5932203389830508,47,1.2857142857142858,0.14285714285714285,0.14285714285714285,6.714285714285714
ajmccarron/2543497,"McCarron, AJ",0,8,75,220,3,0.03629976580796253,0.6638655462184874,106.75,1.5,0.75,0.25,3.875
alanrisher/2524210,"Risher, Alan",1,19,74,190,1,0.13120567375886524,0.5945945945945946,29.68421052631579,0.631578947368421,0.15789473684210525,0.15789473684210525,3.8947368421052633
alexespinoza/2513700,"Espinoza, Alex",1,1,73,193,0,0.07246376811594203,0.6428571428571429,69,2,0,2,5
alexsmith/2506340,"Smith, Alex",1,32,76,217,0.6129032258064516,0.07245137849967942,0.54375,146.21875,2.53125,0.59375,0.96875,10.59375
alextanney/2534870,"Tanney, Alex",1,1,76,220,1,0,0.7142857142857143,99,3,1,0,0
alexvanpelt/2503454,"Van Pelt, Alex",1,1,73,220,2,0,0.5555555555555556,106,0,2,0,0
alpastrana/2522827,"Pastrana, Al",1,4,73,190,0.1111111111111111,0.2210242587601078,0.373134328358209,92.75,2,0.25,2.25,20.5
andreware/2503535,"Ware, Andre",1,9,74,205,0.6666666666666666,0.23067776456599287,0.5431034482758621,93.44444444444444,2.2222222222222223,0.4444444444444444,0.6666666666666666,21.555555555555557
andrewluck/2533031,"Luck, Andrew",1,48,76,240,2,0.06984641506521572,0.5857694429123,269.9375,2.0833333333333335,1.7916666666666667,0.8958333333333334,18.854166666666668
andrewwalter/2506408,"Walter, Andrew",1,13,78,230,0.23076923076923078,0.01749271137026239,0.5352112676056338,131.92307692307693,3.5384615384615383,0.23076923076923078,1,2.3076923076923075
andydalton/2495143,"Dalton, Andy",1,48,74,220,1.6326530612244898,0.04005281690140845,0.6085889570552148,236.66666666666666,2.0625,1.6666666666666667,1.0208333333333333,9.479166666666666
andyhall/2505960,"Hall, Andy",1,0,73,218,0,0,NA,NA,NA,NA,NA,NA
anthonydilweg/2512941,"Dilweg, Anthony",1,10,75,215,1.1428571428571428,0.08948194662480377,0.5284974093264249,127.4,2.2,0.8,0.7,11.4
archiemanning/2520076,"Manning, Archie",1,36,75,212,0.8157894736842105,0.13839629915188897,0.5112692763938316,144.11111111111111,2.888888888888889,0.8611111111111112,1.0555555555555556,19.944444444444443
artschlichter/2525042,"Schlichter, Art",1,12,75,210,0.3333333333333333,0.1646273637374861,0.4463276836158192,74.91666666666667,2.1666666666666665,0.25,0.75,12.333333333333334
babelaufenberg/2519150,"Laufenberg, Babe",1,0,74,198,0,0,NA,NA,NA,NA,NA,NA
benroethlisberger/2506109,"Roethlisberger, Ben",1,41,77,240,1.2093023255813953,0.036506632233830265,0.624031007751938,207.78048780487805,2.4146341463414633,1.2682926829268293,1.048780487804878,7.585365853658536
bernardquarles/2523635,"Quarles, Bernard",1,1,74,215,1,0.2,0.3333333333333333,40,0,1,1,8
berniekosar/2501648,"Kosar, Bernie",1,40,77,214,1.8076923076923077,0.0034258712344949795,0.5779109589041096,211.625,2,1.175,0.65,0.725
billcappleman/2511038,"Cappleman, Bill",1,1,75,210,0,0,0.5714285714285714,49,0,0,0,0
billdemory/2512778,"Demory, Bill",1,7,74,195,0.25,-0.006289308176100629,0.3076923076923077,22.714285714285715,1.1428571428571428,0.2857142857142857,1.1428571428571428,-0.14285714285714285
billkenney/2518350,"Kenney, Bill",1,16,76,211,0.7777777777777778,0.038415841584158415,0.5364431486880467,157.8125,1.5625,0.875,1.125,6.0625
billnelsen/2522007,"Nelsen, Bill",1,30,72,195,0.6904761904761905,-0.005199306759098787,0.5186846038863976,153.86666666666667,1.1,0.9666666666666667,1.4,-0.8
billransdell/2523746,"Ransdell, Bill",1,0,74,212,0,0,NA,NA,NA,NA,NA,NA
billyjoetolliver/2503371,"Tolliver, Billy Joe",1,27,73,217,0.9615384615384616,0.006663493574488339,0.5096011816838996,155.62962962962962,1.2962962962962963,0.9259259259259259,0.9629629629629629,1.037037037037037
billykilmer/2518441,"Kilmer, Billy",1,37,72,204,0.9722222222222222,0.008134805345729227,0.5485636114911081,139.54054054054055,1.135135135135135,0.9459459459459459,0.972972972972973,1.135135135135135
billyvolek/2503939,"Volek, Billy",1,1,74,214,0,0,0,0,0,0,0,0
blainegabbert/2495441,"Gabbert, Blaine",1,28,76,235,0.9166666666666666,0.042689924259811794,0.5328185328185329,155.60714285714286,2.642857142857143,0.7857142857142857,0.8571428571428571,6.642857142857143
blairkiel/2501608,"Kiel, Blair",1,13,72,200,2,0.0847457627118644,0.44,18.153846153846153,0.38461538461538464,0.15384615384615385,0,1.5384615384615385
blakebortles/2543477,"Bortles, Blake",0,46,77,239,1.3529411764705883,0.09678854194466685,0.5879249706916765,244.3695652173913,3.0434782608695654,1.5,1.108695652173913,23.652173913043477
bobbelden/2509327,"Belden, Bob",1,0,74,210,0,0,NA,NA,NA,NA,NA,NA
bobbyscott/2525221,"Scott, Bobby",1,11,73,201,0.7142857142857143,0.031096563011456628,0.392,55.54545454545455,0.9090909090909091,0.45454545454545453,0.6363636363636364,1.7272727272727273
bobdavis/2512622,"Davis, Bob",1,28,74,205,1.3333333333333333,0.24502487562189054,0.40625,28.714285714285715,0.7142857142857143,0.42857142857142855,0.32142857142857145,7.035714285714286
bobgagliano/2500736,"Gagliano, Bob",1,2,75,205,0,0,1,3.5,0,0,0,0
bobleahy/2519217,"Leahy, Bob",1,1,74,205,0,-0.3333333333333333,0.2727272727272727,18,1,0,1,-6
boblee/2519294,"Lee, Bob",1,22,74,195,0.8888888888888888,0.026500389711613406,0.5028571428571429,58.31818181818182,0.6363636363636364,0.36363636363636365,0.4090909090909091,1.5454545454545454
bobnaponic/2521949,"Naponic, Bob",1,2,72,190,0,0.1411764705882353,0.3,42.5,4,0,1,6
boomeresiason/2500562,"Esiason, Boomer",1,41,77,224,1.6875,0.036308623298033284,0.5738522954091816,193.46341463414635,1.5365853658536586,1.3170731707317074,0.7804878048780488,7.024390243902439
bradgoebel/2500825,"Goebel, Brad",1,6,75,214,0,0.006688963210702341,0.5423728813559322,49.833333333333336,1,0,1,0.3333333333333333
bradjohnson/2501411,"Johnson, Brad",1,4,77,235,0,-0.013333333333333334,0.5945945945945946,37.5,0.25,0,0,-0.5
bradleevanpelt/2505971,"Van Pelt, Bradlee",1,3,74,220,0,6.857142857142857,0.25,2.3333333333333335,0,0,0,16
bradyquinn/2495714,"Quinn, Brady",1,14,75,235,1.1111111111111112,0.06256572029442692,0.5212464589235127,135.85714285714286,1.4285714285714286,0.7142857142857143,0.6428571428571429,8.5
brandonallen/2555365,"Allen, Brandon",0,0,74,219,0,0,NA,NA,NA,NA,NA,NA
brandondoughty/2555302,"Doughty, Brandon",0,0,75,217,0,0,NA,NA,NA,NA,NA,NA
brandonweeden/2532970,"Weeden, Brandon",1,28,76,230,0.9285714285714286,0.028418527403579995,0.56,193.53571428571428,2,0.9285714285714286,1,5.5
brendanfolmar/2514202,"Folmar, Brendan",1,1,73,200,0,0,NA,0,0,0,0,0
brentpease/2522942,"Pease, Brent",1,20,74,201,0.3333333333333333,0.039141414141414144,0.45925925925925926,39.6,0.35,0.15,0.45,1.55
brettbasanez/2495803,"Basanez, Brett",1,1,73,208,0,0.03571428571428571,0.5454545454545454,56,0,0,1,2
brettfavre/2500606,"Favre, Brett",1,33,74,222,0.9487179487179487,0.06339969372128637,0.6218655967903711,197.87878787878788,1.9696969696969697,1.121212121212121,1.1818181818181819,12.545454545454545
bretthundley/2552588,"Hundley, Brett",0,4,75,226,0,-0.11764705882352941,0.2,4.25,0,0,0.25,-0.5
brettratliff/2507276,"Ratliff, Brett",1,0,76,224,0,0,NA,NA,NA,NA,NA,NA
brianhoyer/81294,"Hoyer, Brian",1,13,74,215,1,0.04895104895104895,0.627906976744186,22,0.15384615384615385,0.07692307692307693,0.07692307692307693,1.0769230769230769
brianransom/2523747,"Ransom, Brian",1,0,75,205,0,0,NA,NA,NA,NA,NA,NA
brockosweiler/2533436,"Osweiler, Brock",1,13,80,235,1,-0.06918238993710692,0.5666666666666667,12.23076923076923,0.15384615384615385,0.07692307692307693,0,-0.8461538461538461
browningnagle/2502257,"Nagle, Browning",1,18,75,220,0.4117647058823529,0.023718763235916984,0.49379652605459057,131.16666666666666,1.6666666666666667,0.3888888888888889,0.9444444444444444,3.111111111111111
brucemathison/2520334,"Mathison, Bruce",1,13,75,205,0.26666666666666666,0.13782816229116945,0.4978540772532189,128.92307692307693,1.6923076923076923,0.3076923076923077,1.1538461538461537,17.76923076923077
brycepetty/2552369,"Petty, Bryce",0,6,75,230,0.42857142857142855,0.023485784919653894,0.5639097744360902,134.83333333333334,2.1666666666666665,0.5,1.1666666666666667,3.1666666666666665
buckyrichardson/2502648,"Richardson, Bucky",1,16,73,228,1,0.17899761336515513,0.5243243243243243,78.5625,1.5625,0.375,0.375,14.0625
buddylee/2519272,"Lee, Buddy",1,0,76,215,0,0,NA,NA,NA,NA,NA,NA
byronleftwich/2505673,"Leftwich, Byron",1,40,77,250,1.4193548387096775,0.04097424838259546,0.58656330749354,197.075,1.675,1.1,0.775,8.075
calebhanie/2507385,"Hanie, Caleb",1,4,74,235,0,-0.015151515151515152,0.5714285714285714,16.5,0.5,0,0.25,-0.25
camnewton/2495455,"Newton, Cam",1,48,77,245,1.5238095238095237,0.17983892379856625,0.5979661016949153,235.39583333333334,2.375,1.3333333333333333,0.875,42.333333333333336
cardalejones/2555426,"Jones, Cardale",0,1,77,250,0,-0.010416666666666666,0.5454545454545454,96,1,0,1,-1
carsonpalmer/2505245,"Palmer, Carson",1,29,77,235,1.6666666666666667,0.01306995395811674,0.6461211477151966,232.17241379310346,1.5172413793103448,1.7241379310344827,1.0344827586206897,3.0344827586206895
carsonwentz/2555259,"Wentz, Carson",0,16,77,237,1.1428571428571428,0.03966155473294553,0.6243822075782537,236.375,2.0625,1,0.875,9.375
casekeenum/2532888,"Keenum, Case",1,16,73,205,1.6666666666666667,0.037049288785974195,0.567032967032967,188.9375,1.625,0.9375,0.5625,7
caseyweldon/2503589,"Weldon, Casey",1,21,73,206,0.3333333333333333,0.007849293563579277,0.4954954954954955,30.333333333333332,0.47619047619047616,0.047619047619047616,0.14285714285714285,0.23809523809523808
chadhenne/252,"Henne, Chad",1,32,75,219,0.8181818181818182,0.013448607108549471,0.6107030430220357,195.1875,1.75,0.84375,1.03125,2.625
chadmay/2501919,"May, Chad",1,0,73,219,0,0,NA,NA,NA,NA,NA,NA
chadpennington/2504181,"Pennington, Chad",1,18,75,225,4,0.018298261665141813,0.6768867924528302,182.16666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.3333333333333335
chandlerharnish/2532856,"Harnish, Chandler",1,0,74,222,0,0,NA,NA,NA,NA,NA,NA
charleyjohnson/2517588,"Johnson, Charley",1,35,73,200,0.696969696969697,7.6103500761035e-4,0.524671052631579,112.62857142857143,0.9714285714285714,0.6571428571428571,0.9428571428571428,0.08571428571428572
charliebatch/2499567,"Batch, Charlie",1,38,74,216,1.3214285714285714,0.0777475845410628,0.5532994923857868,174.31578947368422,3,0.9736842105263158,0.7368421052631579,13.552631578947368
chasedaniel/81284,"Daniel, Chase",1,29,72,225,0,0.28888888888888886,0.75,1.5517241379310345,0.034482758620689655,0,0,0.4482758620689655
chrischandler/2500048,"Chandler, Chris",1,25,76,224,0.5238095238095238,0.10190839694656488,0.5303030303030303,104.8,1.44,0.44,0.84,10.68
chrisdittoe/2500407,"Dittoe, Chris",1,0,77,232,0,0,NA,NA,NA,NA,NA,NA
chrisredman/2504314,"Redman, Chris",1,8,75,225,2.3333333333333335,0.007597340930674264,0.5351351351351351,131.625,1.375,0.875,0.375,1
christianhackenberg/2555416,"Hackenberg, Christian",0,0,76,228,0,0,NA,NA,NA,NA,NA,NA
christianponder/2495215,"Ponder, Christian",1,36,74,230,1.1176470588235294,0.09679925419515227,0.6021717670286278,178.77777777777777,2.4722222222222223,1.0555555555555556,0.9444444444444444,17.305555555555557
chrisweinke/2504686,"Weinke, Chris",1,21,76,232,0.5,0.04403728704596593,0.5363321799307958,148.14285714285714,1.5238095238095237,0.5238095238095238,1.0476190476190477,6.523809523809524
cleolemon/2504793,"Lemon, Cleo",1,4,74,215,2,0.01699029126213592,0.5588235294117647,103,1.25,0.5,0.25,1.75
cliffolander/2522428,"Olander, Cliff",1,15,77,191,0,0.216,0.5,8.333333333333334,0.2,0,0.2,1.8
codycarlson/2499989,"Carlson, Cody",1,12,75,202,0.5714285714285714,0.035483870967741936,0.46853146853146854,77.5,1,0.3333333333333333,0.5833333333333334,2.75
codykessler/2555387,"Kessler, Cody",0,9,73,215,3,0.013043478260869565,0.6564102564102564,153.33333333333334,2.3333333333333335,0.6666666666666666,0.2222222222222222,2
codypickett/2505931,"Pickett, Cody",1,6,75,227,0,0.24102564102564103,0.4,32.5,0.8333333333333334,0,0.6666666666666666,7.833333333333333
colinkaepernick/2495186,"Kaepernick, Colin",1,32,76,230,2.8181818181818183,0.18569163694015062,0.5978090766823161,157.6875,1.71875,0.96875,0.34375,29.28125
coltmccoy/497123,"McCoy, Colt",1,24,73,215,1.05,0.08272561531449407,0.5826210826210826,182.83333333333334,2.4583333333333335,0.875,0.8333333333333334,15.125
connorcook/2555332,"Cook, Connor",0,1,76,217,1,0,0.6666666666666666,150,2,1,1,0
connorshaw/2550252,"Shaw, Connor",1,1,73,210,0,0.05084745762711865,0.5,177,4,0,1,9
corysauter/2502842,"Sauter, Cory",1,0,76,216,0,0,NA,NA,NA,NA,NA,NA
craigerickson/2500559,"Erickson, Craig",1,37,74,213,1.096774193548387,0.026747620610436496,0.536281179138322,164.7027027027027,1.5945945945945945,0.918918918918919,0.8378378378378378,4.405405405405405
craignall/2505146,"Nall, Craig",1,6,75,245,4,0.01592356687898089,0.696969696969697,52.333333333333336,0.3333333333333333,0.6666666666666666,0,0.8333333333333334
craigpenrose/2522986,"Penrose, Craig",1,16,75,211,0.45454545454545453,0.031484257871064465,0.4732142857142857,41.6875,0.3125,0.3125,0.6875,1.3125
craigwhelihan/2503609,"Whelihan, Craig",1,9,77,220,0.6,0.021370670596904937,0.4978902953586498,150.77777777777777,2.3333333333333335,0.6666666666666666,1.1111111111111112,3.2222222222222223
cullenfinnerty/2507303,"Finnerty, Cullen",1,0,74,223,0,0,NA,NA,NA,NA,NA,NA
curtispainter/81300,"Painter, Curtis",1,11,76,230,0.5454545454545454,0.06834975369458128,0.5166051660516605,147.63636363636363,1.7272727272727273,0.5454545454545454,1,10.090909090909092
dakprescott/2555260,"Prescott, Dak",0,16,74,226,5.75,0.07690209980910827,0.6775599128540305,229.1875,1.5625,1.4375,0.25,17.625
dandarragh/2512467,"Darragh, Dan",1,3,75,196,0,0.36619718309859156,0.3793103448275862,23.666666666666668,1.6666666666666667,0,0.6666666666666666,8.666666666666666
danfouts/2514293,"Fouts, Dan",1,30,75,204,0.42857142857142855,0.06045156591405681,0.4918032786885246,137.3,1.7,0.5,1.1666666666666667,8.3
dangonzalez/2500833,"Gonzalez, Dan",1,0,75,214,0,0,NA,NA,NA,NA,NA,NA
danlefevour/497119,"LeFevour, Dan",1,0,75,230,0,0,NA,NA,NA,NA,NA,NA
danmanucci/2520096,"Manucci, Dan",1,16,74,196,0,0.453125,0.8333333333333334,4,0.3125,0,0,1.8125
danmarino/2501869,"Marino, Dan",1,43,76,228,2.227272727272727,0.001224739742804654,0.6103714085494043,265.83720930232556,0.9534883720930233,2.2790697674418605,1.0232558139534884,0.32558139534883723
dannykanell/2501560,"Kanell, Danny",1,29,75,218,1.1578947368421053,0.010582010582010581,0.5178571428571429,117.3103448275862,1.4482758620689655,0.7586206896551724,0.6551724137931034,1.2413793103448276
danorlovsky/2506481,"Orlovsky, Dan",1,2,77,215,0,0,0.4117647058823529,31.5,0.5,0,0,0
danpastorini/2522826,"Pastorini, Dan",1,41,74,208,0.38,0.091317671092952,0.4947613504074505,119.39024390243902,2.1219512195121952,0.4634146341463415,1.2195121951219512,10.902439024390244
darrellhackney/2495842,"Hackney, Darrell",1,0,72,248,0,0,NA,NA,NA,NA,NA,NA
darylelamonica/2519016,"Lamonica, Daryle",1,37,75,215,1.2820512820512822,0.012841680425609979,0.5046480743691899,147.32432432432432,1.054054054054054,1.3513513513513513,1.054054054054054,1.8918918918918919
davebarr/2499554,"Barr, Dave",1,2,75,210,0,0.11904761904761904,0.5555555555555556,21,0.5,0,0,2.5
davedickenson/2504341,"Dickenson, Dave",1,0,71,185,0,0,NA,NA,NA,NA,NA,NA
davelewis/2519428,"Lewis, Dave",1,42,74,216,0,0.5087719298245614,0.42857142857142855,1.3571428571428572,0.09523809523809523,0,0,0.6904761904761905
davemays/2520441,"Mays, Dave",1,12,73,204,0.6363636363636364,0.017075773745997867,0.5128205128205128,78.08333333333333,0.75,0.5833333333333334,0.9166666666666666,1.3333333333333333
daverader/2523678,"Rader, Dave",1,0,75,215,0,0,NA,NA,NA,NA,NA,NA
daveragone/2505594,"Ragone, Dave",1,2,75,221,0,0.37777777777777777,0.5,67.5,4,0,0.5,25.5
davewalter/2528179,"Walter, Dave",1,3,75,230,0,0.6194690265486725,0.47619047619047616,37.666666666666664,0.6666666666666666,0,0,23.333333333333332
davidarcher/2499447,"Archer, David",1,28,74,200,0.7083333333333334,0.16183816183816183,0.5195246179966044,143,2.8214285714285716,0.6071428571428571,0.8571428571428571,23.142857142857142
davidcarr/2504804,"Carr, David",1,44,75,212,0.8095238095238095,0.08997050147492626,0.5684647302904564,184.9090909090909,3.1818181818181817,0.7727272727272727,0.9545454545454546,16.636363636363637
davidfales/2543751,"Fales, David",0,1,73,212,0,0,0.4,22,1,0,0,0
davidgarrard/2505101,"Garrard, David",1,10,73,236,1.3333333333333333,0.3111432706222865,0.5384615384615384,69.1,1.3,0.4,0.3,21.5
davidjaynes/2517445,"Jaynes, David",1,2,74,212,0,0,0,0,0,0,0.5,0
davidklingler/2501636,"Klingler, David",1,28,75,215,0.75,0.11075949367088607,0.5476190476190477,135.42857142857142,2.9285714285714284,0.5357142857142857,0.7142857142857143,15
davidlindley/2519522,"Lindley, David",1,0,72,190,0,0,NA,NA,NA,NA,NA,NA
davidnorrie/2522252,"Norrie, David",1,2,76,220,0.25,0.013297872340425532,0.5147058823529411,188,7.5,0.5,2,2.5
davidrivers/2504411,"Rivers, David",1,0,74,221,0,0,NA,NA,NA,NA,NA,NA
deancarlson/2511074,"Carlson, Dean",1,1,75,210,0,0.14655172413793102,0.4666666666666667,116,2,0,1,17
deanmay/2520411,"May, Dean",1,2,77,220,0,0,1,16.5,0,0,0,0
dennisshaw/2525401,"Shaw, Dennis",1,39,75,217,0.4918032786885246,0.06810543074473731,0.5317848410757946,144.94871794871796,2.8205128205128207,0.7692307692307693,1.564102564102564,9.871794871794872
derekanderson/2506546,"Anderson, Derek",1,21,78,235,1.2592592592592593,0.02554585152838428,0.5652173913043478,218.0952380952381,1.0476190476190477,1.619047619047619,1.2857142857142858,5.571428571428571
derekcarr/2543499,"Carr, Derek",0,47,75,215,2.6129032258064515,0.026800071466857246,0.609122401847575,238.17021276595744,1.5106382978723405,1.7234042553191489,0.6595744680851063,6.382978723404255
dominiquedavis/2532829,"Davis, Dominique",1,1,75,210,0,0,0.7142857142857143,34,0,0,0,0
dongault/2514710,"Gault, Don",1,2,74,190,0,0,0.10526315789473684,33.5,0.5,0,1.5,0
donmajkowski/2501847,"Majkowski, Don",1,35,74,208,1.1764705882352942,0.09650952579613406,0.553314121037464,205.45714285714286,2.4285714285714284,1.1428571428571428,0.9714285714285714,19.82857142857143
dougflutie/2500660,"Flutie, Doug",1,17,70,180,1,0.15087719298245614,0.52,100.58823529411765,1.0588235294117647,0.7058823529411765,0.7058823529411765,15.176470588235293
douggaynor/2514730,"Gaynor, Doug",1,1,74,205,0,0.13333333333333333,1,30,1,0,0,4
dougjohnson/2503961,"Johnson, Doug",1,13,74,218,0.8333333333333334,0.04446978335233751,0.5891472868217055,67.46153846153847,1.3846153846153846,0.38461538461538464,0.46153846153846156,3
dougnussmeier/2502319,"Nussmeier, Doug",1,2,75,211,1,0.022058823529411766,0.56,136,1.5,0.5,0.5,3
dougpederson/2502434,"Pederson, Doug",1,7,75,222,0,-0.024390243902439025,0.5,5.857142857142857,0.14285714285714285,0,0,-0.14285714285714285
drewbrees/2504775,"Brees, Drew",1,28,72,209,0.9354838709677419,0.04133262070194192,0.594059405940594,200.46428571428572,1.6785714285714286,1.0357142857142858,1.1071428571428572,8.285714285714286
drewolson/2506840,"Olson, Drew",1,0,74,222,0,0,NA,NA,NA,NA,NA,NA
drewstanton/2495748,"Stanton, Drew",1,12,75,243,0.5555555555555556,0.14335060449050085,0.5561497326203209,96.5,1.4166666666666667,0.4166666666666667,0.75,13.833333333333334
edbaker/2508870,"Baker, Ed",1,1,74,200,0,0.19148936170212766,0.4,47,2,0,4,9
eddhargett/2515836,"Hargett, Edd",1,34,71,185,1.1111111111111112,0.01509985387238188,0.4540059347181009,60.38235294117647,0.5,0.29411764705882354,0.2647058823529412,0.9117647058823529
ejmanuel/2539228,"Manuel, EJ",1,22,76,237,1.2666666666666666,0.08958765944823495,0.5911708253358925,153.22727272727272,1.8181818181818181,0.8636363636363636,0.6818181818181818,13.727272727272727
elimanning/2505996,"Manning, Eli",1,41,76,218,1.2272727272727273,0.016896508883091067,0.5407523510971787,196.3170731707317,1.6097560975609757,1.3170731707317074,1.0731707317073171,3.317073170731707
